date_d,date_depart,ship,port,country,produit,volume
1942-10-18,1942-06-18,9,Oran,ALGERIA,2129,5
1915-09-08,1915-08-08,11,Lisbonne,PORTUGAL,1017,4
1915-10-08,1915-08-08,11,brest,FRANCE,3375,259
1915-10-08,1915-08-08,11,brest,FRANCE,1583,17
1915-10-08,1915-08-08,11,brest,FRANCE,3987,1
1949-11-13,1949-10-13,17,Annaba,ALGERIA,2819,243
1949-11-13,1949-10-13,17,Annaba,ALGERIA,1552,380
1949-11-13,1949-10-13,17,Annaba,ALGERIA,115,
1949-11-13,1949-10-13,17,Annaba,ALGERIA,3636,95
1949-11-13,1949-10-13,17,Annaba,ALGERIA,3384,501
1949-11-13,1949-10-13,17,Annaba,ALGERIA,1596,56
1949-11-13,1949-10-13,17,Annaba,ALGERIA,3997,163
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,3190,4563
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,1527,3314
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,2641,43
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,2962,384
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,1447,246
1961-04-12,1961-03-12,20,Los Angeles,UNITED STATE OF AMERICA,507,160
1961-05-12,1961-03-12,20,New York,UNITED STATE OF AMERICA,501,95
1961-06-12,1961-03-12,20,marseille,FRANCE,1800,5
1961-06-12,1961-03-12,20,marseille,FRANCE,2032,11
1961-06-12,1961-03-12,20,marseille,FRANCE,3987,4
1961-06-12,1961-03-12,20,marseille,FRANCE,1330,3
1908-04-11,1908-03-11,20,marseille,FRANCE,2816,864
1908-04-11,1908-03-11,20,marseille,FRANCE,3308,94
1908-04-11,1908-03-11,20,marseille,FRANCE,1585,55
1908-04-11,1908-03-11,20,marseille,FRANCE,3442,176
1908-04-11,1908-03-11,20,marseille,FRANCE,1877,1
1908-04-11,1908-03-11,20,marseille,FRANCE,733,1
1908-05-11,1908-03-11,20,marseille,FRANCE,3369,7500
1908-05-11,1908-03-11,20,marseille,FRANCE,2130,277
1908-05-11,1908-03-11,20,marseille,FRANCE,2468,61
1908-05-11,1908-03-11,20,marseille,FRANCE,3669,29
1908-05-11,1908-03-11,20,marseille,FRANCE,1865,19
1908-05-11,1908-03-11,20,marseille,FRANCE,1600,6
1908-05-11,1908-03-11,20,marseille,FRANCE,3956,14
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,2242,
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,1298,
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,2478,37
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,3613,18
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,124,4
1908-06-11,1908-03-11,20,New York,UNITED STATE OF AMERICA,104,1
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,2753,
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,2916,3721
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,452,1160
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,1605,81
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,16,1692
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,818,
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,1330,981
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,1202,416
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,980,35
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,407,14
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,2268,148
1968-04-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,3751,267
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,2168,273
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,1844,144
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,402,461
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,3913,243
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,1701,19
1968-05-17,1968-03-17,20,Los Angeles,UNITED STATE OF AMERICA,3017,2
1978-02-25,1978-01-25,22,Yingkou ,CHINA,713,12
1978-02-25,1978-01-25,22,Yingkou ,CHINA,670,1
2014-10-08,2014-09-08,23,Annaba,ALGERIA,439,278
2014-10-08,2014-09-08,23,Annaba,ALGERIA,3716,26
2014-10-08,2014-09-08,23,Annaba,ALGERIA,1328,5
2014-10-08,2014-09-08,23,Annaba,ALGERIA,3428,5
2014-10-08,2014-09-08,23,Annaba,ALGERIA,707,3
2014-10-08,2014-09-08,23,Annaba,ALGERIA,3072,1
2014-11-08,2014-09-08,23,London,ENGLAND,3651,1461
2014-11-08,2014-09-08,23,London,ENGLAND,2180,485
2014-11-08,2014-09-08,23,London,ENGLAND,679,712
2014-11-08,2014-09-08,23,London,ENGLAND,3113,92
2014-11-08,2014-09-08,23,London,ENGLAND,3314,183
2014-11-08,2014-09-08,23,London,ENGLAND,377,190
2014-11-08,2014-09-08,23,London,ENGLAND,1277,20
2014-11-08,2014-09-08,23,London,ENGLAND,625,41
2014-11-08,2014-09-08,23,London,ENGLAND,901,2
2014-11-08,2014-09-08,23,London,ENGLAND,3049,4
2014-11-08,2014-09-08,23,London,ENGLAND,2744,1
2014-11-08,2014-09-08,23,London,ENGLAND,703,1
1968-09-04,1968-08-04,23,marseille,FRANCE,449,82
1968-09-04,1968-08-04,23,marseille,FRANCE,3715,361
1968-09-04,1968-08-04,23,marseille,FRANCE,3656,45
1968-09-04,1968-08-04,23,marseille,FRANCE,2532,13
1968-09-04,1968-08-04,23,marseille,FRANCE,38,41
1968-09-04,1968-08-04,23,marseille,FRANCE,1285,4
1968-09-04,1968-08-04,23,marseille,FRANCE,3071,2
1968-10-04,1968-08-04,23,Alger,ALGERIA,3105,1165
1968-10-04,1968-08-04,23,Alger,ALGERIA,382,721
1968-10-04,1968-08-04,23,Alger,ALGERIA,3110,387
1968-10-04,1968-08-04,23,Alger,ALGERIA,3945,126
1968-10-04,1968-08-04,23,Alger,ALGERIA,1583,6
1968-10-04,1968-08-04,23,Alger,ALGERIA,50,
1968-10-04,1968-08-04,23,Alger,ALGERIA,1246,3
1968-10-04,1968-08-04,23,Alger,ALGERIA,1898,2
1968-11-04,1968-08-04,23,Oran,ALGERIA,69,2402
1968-11-04,1968-08-04,23,Oran,ALGERIA,1566,2394
1968-11-04,1968-08-04,23,Oran,ALGERIA,2745,505
1968-11-04,1968-08-04,23,Oran,ALGERIA,2407,568
1968-11-04,1968-08-04,23,Oran,ALGERIA,3938,29
1968-11-04,1968-08-04,23,Oran,ALGERIA,2773,153
1970-03-20,1970-02-20,23,Oran,ALGERIA,504,1963
1970-03-20,1970-02-20,23,Oran,ALGERIA,1698,11534
1970-03-20,1970-02-20,23,Oran,ALGERIA,1617,653
1970-03-20,1970-02-20,23,Oran,ALGERIA,2267,479
1970-03-20,1970-02-20,23,Oran,ALGERIA,1765,27
1908-09-28,1908-08-28,24,Cochin,INDIA,618,
1908-09-28,1908-08-28,24,Cochin,INDIA,2106,
1908-09-28,1908-08-28,24,Cochin,INDIA,1250,123
1908-09-28,1908-08-28,24,Cochin,INDIA,1246,2
1908-09-28,1908-08-28,24,Cochin,INDIA,694,2
1908-09-28,1908-08-28,24,Cochin,INDIA,2192,1
1908-10-28,1908-08-28,24,Cochin,INDIA,2209,
1908-10-28,1908-08-28,24,Cochin,INDIA,2138,25
1908-10-28,1908-08-28,24,Cochin,INDIA,3698,59
1908-10-28,1908-08-28,24,Cochin,INDIA,2742,4
1908-10-28,1908-08-28,24,Cochin,INDIA,2802,4
1908-10-28,1908-08-28,24,Cochin,INDIA,3139,2
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,3139,
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,3911,
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,1322,747
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,1292,1998
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,3088,
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,1000,2421
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,727,758
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,3076,1205
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,957,1008
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,1512,204
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,37,204
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,670,8
1943-03-06,1943-02-06,27,New York,UNITED STATE OF AMERICA,3672,1
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,2209,224
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,3601,147
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,3922,452
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,627,142
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,1276,
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,342,12
1943-04-06,1943-02-06,27,Los Angeles,UNITED STATE OF AMERICA,2104,11
1948-05-08,1948-04-08,29,London,ENGLAND,955,53
1948-05-08,1948-04-08,29,London,ENGLAND,60,
1948-05-08,1948-04-08,29,London,ENGLAND,1876,53
1948-05-08,1948-04-08,29,London,ENGLAND,2217,2
1982-05-21,1982-04-21,29,Alger,ALGERIA,325,11826
1982-05-21,1982-04-21,29,Alger,ALGERIA,3307,617
1982-05-21,1982-04-21,29,Alger,ALGERIA,1331,176
1982-05-21,1982-04-21,29,Alger,ALGERIA,3132,1489
1982-05-21,1982-04-21,29,Alger,ALGERIA,1597,124
1982-05-21,1982-04-21,29,Alger,ALGERIA,1620,20
1982-05-21,1982-04-21,29,Alger,ALGERIA,2472,39
1982-05-21,1982-04-21,29,Alger,ALGERIA,745,77
1982-05-21,1982-04-21,29,Alger,ALGERIA,3062,4
1982-05-21,1982-04-21,29,Alger,ALGERIA,1214,2
1982-05-21,1982-04-21,29,Alger,ALGERIA,2139,1
1982-05-21,1982-04-21,29,Alger,ALGERIA,1617,1
1982-05-21,1982-04-21,29,Alger,ALGERIA,44,1
1973-12-11,1973-11-11,30,Yingkou ,CHINA,3521,84
1973-12-11,1973-11-11,30,Yingkou ,CHINA,676,120
1920-08-25,1920-07-25,34,marseille,FRANCE,1344,
1920-08-25,1920-07-25,34,marseille,FRANCE,2824,4
1920-08-25,1920-07-25,34,marseille,FRANCE,2218,
1920-08-25,1920-07-25,34,marseille,FRANCE,911,5
1920-09-25,1920-07-25,34,Salerne,ITALIE,96,27
1920-09-25,1920-07-25,34,Salerne,ITALIE,4004,21
1920-09-25,1920-07-25,34,Salerne,ITALIE,2478,
1920-09-25,1920-07-25,34,Salerne,ITALIE,319,2
1913-11-17,1913-10-17,37,la rochelle,FRANCE,104,
1913-11-17,1913-10-17,37,la rochelle,FRANCE,329,375
1913-11-17,1913-10-17,37,la rochelle,FRANCE,2232,141
1913-12-17,1913-10-17,37,Annaba,ALGERIA,1851,
1913-12-17,1913-10-17,37,Annaba,ALGERIA,133,270
1913-12-17,1913-10-17,37,Annaba,ALGERIA,1007,7
1913-12-17,1913-10-17,37,Annaba,ALGERIA,372,5
1913-12-17,1913-10-17,37,Annaba,ALGERIA,2526,3
1913-12-17,1913-10-17,37,Annaba,ALGERIA,1500,1
1913-12-17,1913-10-17,37,Annaba,ALGERIA,1906,1
1973-09-01,1973-08-01,38,marseille,FRANCE,1579,
1973-09-01,1973-08-01,38,marseille,FRANCE,1996,
1973-09-01,1973-08-01,38,marseille,FRANCE,371,241
1973-09-01,1973-08-01,38,marseille,FRANCE,2902,59
1973-09-01,1973-08-01,38,marseille,FRANCE,1945,
1973-09-01,1973-08-01,38,marseille,FRANCE,2281,2
1973-09-01,1973-08-01,38,marseille,FRANCE,3518,8
1973-09-01,1973-08-01,38,marseille,FRANCE,2593,14
1973-10-01,1973-08-01,38,la rochelle,FRANCE,2850,
1973-10-01,1973-08-01,38,la rochelle,FRANCE,3432,
1973-10-01,1973-08-01,38,la rochelle,FRANCE,2923,
1973-10-01,1973-08-01,38,la rochelle,FRANCE,203,72
1973-10-01,1973-08-01,38,la rochelle,FRANCE,926,7
1973-10-01,1973-08-01,38,la rochelle,FRANCE,254,2
1973-10-01,1973-08-01,38,la rochelle,FRANCE,831,15
1973-10-01,1973-08-01,38,la rochelle,FRANCE,241,4
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,3,831
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,3624,5
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,2762,448
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,3023,46
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,3991,6
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,945,2
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,406,4
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,1911,2
1948-11-07,1948-10-07,42,Liverpool,ENGLAND,2810,3
1948-12-07,1948-10-07,42,Los Angeles,UNITED STATE OF AMERICA,1208,324
1948-12-07,1948-10-07,42,Los Angeles,UNITED STATE OF AMERICA,2733,9
1948-12-07,1948-10-07,42,Los Angeles,UNITED STATE OF AMERICA,2241,101
1948-12-07,1948-10-07,42,Los Angeles,UNITED STATE OF AMERICA,1518,112
1948-12-07,1948-10-07,42,Los Angeles,UNITED STATE OF AMERICA,2242,22
1989-07-05,1989-06-05,44,London,ENGLAND,2159,11703
1989-07-05,1989-06-05,44,London,ENGLAND,406,1109
1989-07-05,1989-06-05,44,London,ENGLAND,2839,3083
1989-08-05,1989-06-05,44,London,ENGLAND,2134,2128
1989-08-05,1989-06-05,44,London,ENGLAND,2728,302
1989-08-05,1989-06-05,44,London,ENGLAND,2106,278
1989-08-05,1989-06-05,44,London,ENGLAND,3702,448
1989-08-05,1989-06-05,44,London,ENGLAND,1556,520
1989-08-05,1989-06-05,44,London,ENGLAND,638,16
1989-08-05,1989-06-05,44,London,ENGLAND,1864,11
1995-03-07,1995-02-07,44,Alger,ALGERIA,649,5362
1995-03-07,1995-02-07,44,Alger,ALGERIA,3427,9460
1995-04-07,1995-02-07,44,Los Angeles,UNITED STATE OF AMERICA,2706,34
1995-04-07,1995-02-07,44,Los Angeles,UNITED STATE OF AMERICA,2501,171
1995-04-07,1995-02-07,44,Los Angeles,UNITED STATE OF AMERICA,74,154
1995-04-07,1995-02-07,44,Los Angeles,UNITED STATE OF AMERICA,1344,32
1995-04-07,1995-02-07,44,Los Angeles,UNITED STATE OF AMERICA,2516,44
1995-05-07,1995-02-07,44,marseille,FRANCE,913,6
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,944,1596
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,3372,275
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,2422,22
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,2436,24
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,1539,11
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,3960,2
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,1013,3
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,4047,20
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,612,6
1945-08-08,1945-07-08,44,New York,UNITED STATE OF AMERICA,3039,13
2012-12-07,2012-11-07,51,Alger,ALGERIA,2715,1071
2012-12-07,2012-11-07,51,Alger,ALGERIA,324,446
2012-12-07,2012-11-07,51,Alger,ALGERIA,621,
2012-12-07,2012-11-07,51,Alger,ALGERIA,3006,52
2013-01-07,2012-11-07,51,New York,UNITED STATE OF AMERICA,1015,125
2013-01-07,2012-11-07,51,New York,UNITED STATE OF AMERICA,3030,21
2013-01-07,2012-11-07,51,New York,UNITED STATE OF AMERICA,3025,7
1960-01-01,1959-12-01,53,London,ENGLAND,3395,1183
1960-01-01,1959-12-01,53,London,ENGLAND,2437,595
1960-01-01,1959-12-01,53,London,ENGLAND,2187,24
1960-01-01,1959-12-01,53,London,ENGLAND,4016,3
1960-01-01,1959-12-01,53,London,ENGLAND,1585,9
1960-01-01,1959-12-01,53,London,ENGLAND,3699,
1960-01-01,1959-12-01,53,London,ENGLAND,3635,1
1960-01-01,1959-12-01,53,London,ENGLAND,3029,
1960-01-01,1959-12-01,53,London,ENGLAND,1844,
1960-01-01,1959-12-01,53,London,ENGLAND,3676,9
1960-01-01,1959-12-01,53,London,ENGLAND,2244,3
1960-01-01,1959-12-01,53,London,ENGLAND,4006,2
1960-03-01,1959-12-01,53,Yingkou ,CHINA,2515,
1960-03-01,1959-12-01,53,Yingkou ,CHINA,3604,826
1960-03-01,1959-12-01,53,Yingkou ,CHINA,1235,280
1960-03-01,1959-12-01,53,Yingkou ,CHINA,392,59
1960-03-01,1959-12-01,53,Yingkou ,CHINA,1224,251
1960-03-01,1959-12-01,53,Yingkou ,CHINA,1813,172
1960-03-01,1959-12-01,53,Yingkou ,CHINA,2486,8
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,2115,170
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,714,2
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,3726,
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,143,135
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,373,10
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,359,7
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,1311,2
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,2776,11
1917-06-06,1917-05-06,53,Los Angeles,UNITED STATE OF AMERICA,3007,2
1917-07-06,1917-05-06,53,Napoli,ITALIE,964,3779
1917-07-06,1917-05-06,53,Napoli,ITALIE,3397,
1917-07-06,1917-05-06,53,Napoli,ITALIE,2439,454
1917-07-06,1917-05-06,53,Napoli,ITALIE,137,4
1917-07-06,1917-05-06,53,Napoli,ITALIE,687,1
1917-07-06,1917-05-06,53,Napoli,ITALIE,1942,2
1917-07-06,1917-05-06,53,Napoli,ITALIE,3738,65
1917-07-06,1917-05-06,53,Napoli,ITALIE,441,3
1917-07-06,1917-05-06,53,Napoli,ITALIE,2480,7
1918-12-27,1918-11-27,59,Liverpool,ENGLAND,4033,8
1918-12-27,1918-11-27,59,Liverpool,ENGLAND,3403,8
1918-12-27,1918-11-27,59,Liverpool,ENGLAND,3054,1
1919-01-27,1918-11-27,59,Yingkou ,CHINA,2193,2
1919-02-27,1918-11-27,59,Salerne,ITALIE,2222,1
1919-02-27,1918-11-27,59,Salerne,ITALIE,2726,2
1919-02-27,1918-11-27,59,Salerne,ITALIE,913,1
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,128,4121
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,1,1172
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,1504,129
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,708,514
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,1860,172
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,3434,323
1957-01-04,1956-12-04,60,Los Angeles,UNITED STATE OF AMERICA,14,53
1957-02-04,1956-12-04,60,marseille,FRANCE,3965,3
1957-02-04,1956-12-04,60,marseille,FRANCE,2787,34
1957-02-04,1956-12-04,60,marseille,FRANCE,1232,64
1957-02-04,1956-12-04,60,marseille,FRANCE,3660,3
1966-06-12,1966-05-12,60,Alger,ALGERIA,2498,5382
1966-06-12,1966-05-12,60,Alger,ALGERIA,3042,983
1966-06-12,1966-05-12,60,Alger,ALGERIA,1893,464
1966-06-12,1966-05-12,60,Alger,ALGERIA,3718,54
1966-06-12,1966-05-12,60,Alger,ALGERIA,1574,8
1966-06-12,1966-05-12,60,Alger,ALGERIA,2760,
1966-06-12,1966-05-12,60,Alger,ALGERIA,429,4
1966-06-12,1966-05-12,60,Alger,ALGERIA,2479,
1966-06-12,1966-05-12,60,Alger,ALGERIA,4025,14
1966-06-12,1966-05-12,60,Alger,ALGERIA,1818,260
1966-06-12,1966-05-12,60,Alger,ALGERIA,401,58
1966-06-12,1966-05-12,60,Alger,ALGERIA,2484,26
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,1697,8074
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,2160,221
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,2386,8
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,1844,
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,1975,678
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,3803,6
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,1335,2
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,2815,2
1948-05-15,1948-04-15,60,Los Angeles,UNITED STATE OF AMERICA,1230,1
1915-05-08,1915-04-08,60,New York,UNITED STATE OF AMERICA,928,
1915-05-08,1915-04-08,60,New York,UNITED STATE OF AMERICA,945,1638
1915-05-08,1915-04-08,60,New York,UNITED STATE OF AMERICA,4000,662
1915-05-08,1915-04-08,60,New York,UNITED STATE OF AMERICA,3366,36
1915-06-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,3616,170
1915-06-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,1604,120
1915-07-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,975,293
1915-07-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,1510,155
1915-07-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,120,21
1915-07-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,921,17
1915-07-08,1915-04-08,60,Los Angeles,UNITED STATE OF AMERICA,3904,4
